Max Score: 165
Average Score: 42.681
Average Score last 100: 56.52
Median Score: 0
Games Played: 1000
Gamma, Epsilon, Alpha: 0.99 0.1 0.99
[1760.104154190043, 1876.1411055046522, 1762.4334089449785, 1631.783028883612, 1597.0091390919256, 1483.6391117646283]
[242.66102369936675, 1877.1530619993357, 1655.176872713831, 1764.1159971035395, 1783.9250133133621, 1779.085701497088]
[1874.9591829559618, 1786.9185057845534, 1562.1562834709953, 1776.7346679623997, 1754.811821708296, 1780.858188617677]
[1874.0575146582416, 1879.1735559669266, 1689.0700031836604, 1523.957079758706, 1783.9183262385752, 1868.9841386098349]
[1874.542707628003, 1764.6217286987178, 1885.9488934929932, 1890.5154680424305, 1652.522171394247, 1767.826408449219]
[1873.3225483507597, 1562.7572337235285, 1897.3499734096467, 1891.0745766094701, 1627.941776161521, 1640.944955141104]
[1875.1328599791336, 274.1936358898281, 242.6157129764681, 256.90187977736855, 1317.5318330153455, 1586.0277255267022]
[1634.8873556222595, 1850.4134154168164, 1875.132859524958, 1337.7234117628186, 1591.4932536106153, 1693.9143303088167]
[1632.3133055258738, 1873.2801957386473, 1875.1319531950314, 1415.5464468678476, 1871.5056343553954, 1364.2774569610388]
[1779.0506013417069, 1870.3455518745318, 1339.0141972737697, 1317.4197866472387, 1904.8330571105296, 1875.6847023564796]
[1757.7786057765775, 1398.3200487730442, 1870.3600405630807, 205.86915450202127, 1845.4769400372884, 1874.542501856433]
[1779.1095283966438, 1632.338822691911, 1875.1328599718754, 1317.6498581943856, 1849.0494807173297, 1586.1331821851236]
[1726.645961147027, 1873.5276366555347, 1867.153376918875, 1584.5537203473211, 574.0633218940521, 1900.547542237908]
[1630.1166360602922, 1325.5166237364756, 1327.8804605688747, 1705.3865744911388, 1725.2469612951006, 1622.1742540572327]
[1913.9478660970992, 1327.6474855399556, 1329.2096726305429, 1544.10124703016, 1447.5889239881249, 174.52549702620217]
[1786.3734004402907, 1345.8202763320887, 1264.6036795710972, 1779.106269358061, 1847.885895810124, 1330.5346707457784]
[1844.8748281030942, 1875.6059731073544, 1694.0084480185453, 411.74317732794634, 1781.9352884232007, 1584.3051376570077]
[1629.2723445259444, 1481.4290079261527, 1606.6189925024635, 229.63703234035688, 357.72661134985583, 1933.2267583396342]
[1783.5065996816534, 1450.5352577975493, 1657.169205861821, 1557.3247309140706, 1478.5416098616893, 1833.0603002830903]
[1773.3152531184394, 1631.7188455921485, 1649.5066459916413, 1519.370065828291, 456.2853165687484, 1541.4853445592116]
[1267.5208929958767, 1845.4912340399867, 259.03547968151406, 1342.5397819565828, 1307.4207116331695, 1756.6177018891597]
[1756.5124414227043, 1772.8564454865264, 1566.5526224347368, 261.7368989672973, 234.55192648016245, 211.41866432283248]
[1782.0336160105378, 1801.5462787418255, 1654.7579097063656, 1425.2263767012862, 253.7779698123121, 1694.625400238346]
[1634.9506222693863, 1850.3867329746656, 1825.0436113019598, 1651.843216097287, 1615.5887487673995, 1854.1441584505847]
[1756.1561893695284, 1636.8864314280438, 1585.731267314237, 1424.663498342625, 1355.40888039468, 1752.9735089393491]
[1550.2681453029275, 1794.1464782021153, 1564.6681037863486, 1574.6124768606605, 1775.5014625490478, 1654.8963125422526]
[1874.5781514416387, 1781.574668628079, 1637.8984097286188, 1756.5027768404743, 1629.6582429473508, 1901.9745730798568]
